,DATE,TMAX,TMIN
4570,2022-03-22,49.0,39.0
4571,2022-03-23,44.0,30.0
4572,2022-03-24,42.0,27.0
4573,2022-03-25,45.0,35.0
4574,2022-03-26,49.0,37.0
4575,2022-03-27,55.0,42.0
4576,2022-03-28,44.0,37.0
4577,2022-03-29,43.0,35.0
4578,2022-03-30,35.0,28.0
4579,2022-03-31,33.0,27.0
4580,2022-04-01,36.0,29.0
4581,2022-04-02,34.0,29.0
4582,2022-04-03,37.0,31.0
4583,2022-04-04,34.0,24.0
4584,2022-04-05,30.0,23.0
4585,2022-04-06,37.0,23.0
4586,2022-04-07,52.0,34.0
4587,2022-04-08,47.0,27.0
4588,2022-04-09,28.0,24.0
4589,2022-04-10,30.0,23.0
4590,2022-04-11,31.0,24.0
4591,2022-04-12,30.0,22.0
4592,2022-04-13,28.0,22.0
4593,2022-04-14,30.0,21.0
4594,2022-04-15,32.0,23.0
4595,2022-04-16,31.0,24.0
4596,2022-04-17,34.0,23.0
4597,2022-04-18,35.0,28.0
4598,2022-04-19,34.0,27.0
4599,2022-04-20,32.0,27.0
4600,2022-04-21,37.0,31.0
4601,2022-04-22,37.0,31.0
4602,2022-04-23,43.0,32.0
4603,2022-04-24,53.0,37.0
4604,2022-04-25,42.0,32.0
4605,2022-04-26,34.0,28.0
4606,2022-04-27,35.0,28.0
4607,2022-04-28,35.0,29.0
4608,2022-04-29,42.0,30.0
4609,2022-04-30,39.0,34.0
4610,2022-05-01,45.0,35.0
4611,2022-05-02,41.0,33.0
4612,2022-05-03,40.0,34.0
4613,2022-05-04,53.0,35.0
4614,2022-05-05,43.0,35.0
4615,2022-05-06,39.0,33.0
4616,2022-05-07,34.0,28.0
4617,2022-05-08,35.0,27.0
4618,2022-05-09,37.0,28.0
4619,2022-05-10,36.0,28.0
4620,2022-05-11,40.0,30.0
4621,2022-05-12,37.0,27.0
4622,2022-05-13,41.0,26.0
4623,2022-05-14,46.0,33.0
4624,2022-05-15,47.0,40.0
4625,2022-05-16,42.0,33.0
4626,2022-05-17,41.0,31.0
4627,2022-05-18,40.0,29.0
4628,2022-05-19,34.0,29.0
4629,2022-05-20,36.0,31.0
4630,2022-05-21,44.0,35.0
4631,2022-05-22,55.0,39.0
4632,2022-05-23,47.0,39.0
4633,2022-05-24,48.0,37.0
4634,2022-05-25,51.0,40.0
4635,2022-05-26,52.0,44.0
4636,2022-05-27,45.0,36.0
4637,2022-05-28,44.0,35.0
4638,2022-05-29,39.0,33.0
4639,2022-05-30,43.0,33.0
4640,2022-05-31,57.0,42.0
4641,2022-06-01,56.0,47.0
4642,2022-06-02,60.0,47.0
4643,2022-06-03,51.0,42.0
4644,2022-06-04,53.0,41.0
4645,2022-06-05,49.0,40.0
4646,2022-06-06,41.0,36.0
4647,2022-06-07,57.0,38.0
4648,2022-06-08,52.0,44.0
4649,2022-06-09,52.0,45.0
4650,2022-06-10,51.0,42.0
4651,2022-06-11,48.0,42.0
4652,2022-06-12,42.0,35.0
4653,2022-06-13,38.0,34.0
4654,2022-06-14,40.0,34.0
4655,2022-06-15,51.0,38.0
4656,2022-06-16,50.0,41.0
4657,2022-06-17,45.0,40.0
4658,2022-06-18,42.0,38.0
4659,2022-06-19,44.0,38.0
4660,2022-06-20,48.0,41.0
4661,2022-06-21,60.0,44.0
4662,2022-06-22,51.0,45.0
4663,2022-06-23,53.0,40.0
4664,2022-06-24,62.0,41.0
4665,2022-06-25,66.0,52.0
4666,2022-06-26,73.0,56.0
4667,2022-06-27,80.0,57.0
4668,2022-06-28,57.0,45.0
4669,2022-06-29,51.0,44.0
4670,2022-06-30,62.0,43.0
