Start;End;Sleep Quality;Regularity;Mood;Heart rate (bpm);Steps;Alarm mode;Air Pressure (Pa);City;Movements per hour;Time in bed (seconds);Time asleep (seconds);Time before sleep (seconds);Window start;Window stop;Did snore;Snore time;Weather temperature (°F);Weather type;Notes
2020-04-27 01:33:41;2020-04-27 09:00:44;83%;96%;;0;668;Normal;100.7;;44.9;26822.3;22977.8;1162.3;2020-04-27 06:00:00;2020-04-27 06:00:00;true;0.0;32.0;No weather;
2020-04-28 01:23:59;2020-04-28 09:23:48;100%;94%;;0;852;Normal;101.6;;0.0;28788.5;28212.8;575.8;2020-04-28 06:00:00;2020-04-28 06:00:00;true;0.0;32.0;No weather;
2020-04-29 01:32:50;2020-04-29 09:00:27;83%;95%;;0;720;Normal;101.5;;44.3;26857.2;22739.1;1342.9;2020-04-29 06:00:00;2020-04-29 06:00:00;true;0.0;32.0;No weather;
2020-04-30 01:03:31;2020-04-30 08:41:49;79%;95%;;0;708;Normal;100.8;;56.3;27498.0;21448.4;1649.9;2020-04-30 06:00:00;2020-04-30 06:00:00;true;0.0;32.0;No weather;
2020-05-01 01:51:57;2020-05-01 08:54:02;75%;93%;;0;836;Normal;101.4;;52.3;25324.8;22792.3;1772.7;2020-05-01 06:00:00;2020-05-01 06:00:00;true;0.0;32.0;No weather;
2020-05-02 01:31:24;2020-05-02 08:50:38;81%;94%;;0;503;Normal;100.8;;46.4;26353.8;23103.5;3250.3;2020-05-02 05:50:00;2020-05-02 05:50:00;true;0.0;32.0;No weather;
2020-05-03 01:13:57;2020-05-03 08:50:52;90%;95%;;0;544;Normal;100.9;;34.7;27414.9;24399.2;3015.6;2020-05-03 05:50:00;2020-05-03 05:50:00;true;0.0;32.0;No weather;
2020-05-04 01:02:04;2020-05-04 08:50:54;82%;98%;;0;200;Normal;101.8;;53.3;28130.0;24660.6;1406.5;2020-05-04 05:50:00;2020-05-04 05:50:00;true;0.0;32.0;No weather;
2020-05-05 00:44:41;2020-05-05 08:50:36;85%;98%;;0;414;Normal;101.5;;53.2;29155.2;21283.3;1749.3;2020-05-05 05:50:00;2020-05-05 05:50:00;true;0.0;32.0;No weather;
2020-05-06 01:04:55;2020-05-06 08:50:33;80%;98%;;0;873;Normal;101.0;;57.6;27938.2;25330.6;558.8;2020-05-06 05:50:00;2020-05-06 05:50:00;true;0.0;32.0;No weather;
2020-05-07 01:38:40;2020-05-07 08:50:44;69%;97%;;0;380;Normal;102.5;;68.4;25923.4;20133.8;518.5;2020-05-07 05:50:00;2020-05-07 05:50:00;true;0.0;32.0;No weather;
2020-05-08 01:31:13;2020-05-08 08:50:58;81%;97%;;0;834;Normal;101.7;;46.0;26384.7;22602.9;1231.3;2020-05-08 05:50:00;2020-05-08 05:50:00;true;0.0;32.0;No weather;
2020-05-09 02:06:14;2020-05-09 08:50:57;78%;96%;;0;353;Normal;101.1;;37.2;24282.9;22906.9;1376.0;2020-05-09 05:50:00;2020-05-09 05:50:00;true;0.0;32.0;No weather;
2020-05-10 01:30:10;2020-05-10 08:50:48;75%;96%;;0;565;Normal;100.5;;58.2;26438.4;21943.8;1586.3;2020-05-10 05:50:00;2020-05-10 05:50:00;true;0.0;32.0;No weather;
2020-05-11 01:49:32;2020-05-11 08:50:46;73%;96%;;0;1033;Normal;99.9;;55.9;25274.2;22157.1;505.5;2020-05-11 05:50:00;2020-05-11 05:50:00;true;0.0;32.0;No weather;
2020-05-12 01:55:32;2020-05-12 08:50:37;80%;97%;;0;722;Normal;100.0;;38.5;24904.1;22413.7;498.1;2020-05-12 05:50:00;2020-05-12 05:50:00;true;0.0;32.0;No weather;
2020-05-13 01:54:37;2020-05-13 08:50:35;79%;99%;;0;776;Normal;100.1;;39.7;24957.8;24458.6;499.2;2020-05-13 05:50:00;2020-05-13 05:50:00;true;0.0;32.0;No weather;
2020-05-14 02:16:53;2020-05-14 09:05:34;79%;98%;;0;747;Normal;100.6;;36.5;24521.4;19371.9;2452.1;2020-05-14 06:05:00;2020-05-14 06:05:00;true;0.0;32.0;No weather;
2020-05-15 01:55:11;2020-05-15 09:10:44;84%;97%;;0;934;Normal;101.1;;38.0;26132.9;23606.7;1132.4;2020-05-15 06:05:00;2020-05-15 06:05:00;true;0.0;32.0;No weather;
2020-05-16 01:10:06;2020-05-16 08:50:36;87%;94%;;0;940;Normal;101.0;;41.2;27629.6;25327.1;552.6;2020-05-16 05:50:00;2020-05-16 05:50:00;true;0.0;32.0;No weather;
2020-05-17 01:44:08;2020-05-17 08:52:00;83%;94%;;0;362;Normal;99.9;;36.8;25672.5;24132.1;941.3;2020-05-17 05:50:00;2020-05-17 05:50:00;true;0.0;32.0;No weather;
2020-05-18 01:50:02;2020-05-18 08:55:51;83%;95%;;0;417;Normal;100.0;;34.2;25549.5;23590.7;1447.8;2020-05-18 05:50:00;2020-05-18 05:50:00;true;0.0;32.0;No weather;
2020-05-19 01:32:36;2020-05-19 09:05:45;88%;97%;;0;2193;Normal;100.5;;36.0;27188.9;24923.2;1540.7;2020-05-19 06:05:00;2020-05-19 06:05:00;true;0.0;32.0;No weather;
2020-05-20 01:43:11;2020-05-20 09:05:39;87%;98%;;0;693;Normal;101.0;;32.6;26548.0;25309.1;1238.9;2020-05-20 06:05:00;2020-05-20 06:05:00;true;0.0;32.0;No weather;
2020-05-21 01:16:07;2020-05-21 09:05:33;96%;97%;;0;474;Normal;101.0;;24.5;28165.8;26194.1;1971.6;2020-05-21 06:05:00;2020-05-21 06:05:00;true;0.0;32.0;No weather;
2020-05-22 01:39:47;2020-05-22 09:05:32;88%;97%;;0;1098;Normal;100.8;;32.1;26745.0;24605.4;2139.6;2020-05-22 06:05:00;2020-05-22 06:05:00;true;0.0;32.0;No weather;
2020-05-23 02:02:37;2020-05-23 08:55:36;83%;96%;;0;449;Normal;101.5;;28.2;24778.9;22796.6;1982.3;2020-05-23 05:55:00;2020-05-23 05:55:00;true;0.0;32.0;No weather;
2020-05-24 01:35:59;2020-05-24 09:00:53;89%;96%;;0;899;Normal;101.5;;28.6;26693.1;23578.9;2580.3;2020-05-24 05:55:00;2020-05-24 05:55:00;true;0.0;32.0;No weather;
2020-05-26 01:42:34;2020-05-26 08:55:29;86%;97%;;0;581;Normal;101.2;;28.7;25975.3;24676.6;1298.8;2020-05-26 05:55:00;2020-05-26 05:55:00;true;0.0;32.0;No weather;
2020-05-27 01:31:08;2020-05-27 08:55:31;85%;98%;;0;430;Normal;101.4;;35.4;26663.1;23285.8;1688.7;2020-05-27 05:55:00;2020-05-27 05:55:00;true;0.0;32.0;No weather;
2020-05-28 01:28:56;2020-05-28 08:55:35;85%;99%;;0;536;Normal;101.2;;37.8;26798.5;22064.1;1965.2;2020-05-28 05:55:00;2020-05-28 05:55:00;true;0.0;32.0;No weather;
2020-05-29 01:31:55;2020-05-29 08:55:37;82%;99%;;0;531;Normal;100.6;;41.3;26621.6;24048.2;1419.8;2020-05-29 05:55:00;2020-05-29 05:55:00;true;0.0;32.0;No weather;
2020-05-31 01:23:30;2020-05-31 08:55:32;89%;99%;;0;2938;Normal;100.6;;30.9;27121.9;26579.5;542.4;2020-05-31 05:55:00;2020-05-31 05:55:00;true;0.0;32.0;No weather;
2020-06-01 01:51:38;2020-06-01 08:55:41;89%;97%;;0;461;Normal;101.3;;17.6;25442.8;23068.1;2374.7;2020-06-01 05:55:00;2020-06-01 05:55:00;true;0.0;32.0;No weather;
2020-06-02 00:48:13;2020-06-02 08:55:32;97%;94%;;0;332;Normal;101.6;;28.7;29238.8;25047.9;2534.0;2020-06-02 05:55:00;2020-06-02 05:55:00;true;0.0;32.0;No weather;
2020-06-03 01:57:31;2020-06-03 08:57:26;85%;92%;;0;455;Normal;101.6;;25.7;25194.8;21667.5;2855.4;2020-06-03 05:55:00;2020-06-03 05:55:00;true;0.0;32.0;No weather;
2020-06-04 01:43:11;2020-06-04 08:55:42;85%;93%;;0;643;Normal;101.3;;29.0;25951.1;24653.5;1297.6;2020-06-04 05:55:00;2020-06-04 05:55:00;true;0.0;32.0;No weather;
2020-06-05 01:34:51;2020-06-05 08:55:34;88%;96%;;0;304;Normal;100.6;;27.0;26442.9;23534.2;1762.9;2020-06-05 05:55:00;2020-06-05 05:55:00;true;0.0;32.0;No weather;
2020-06-06 01:33:37;2020-06-06 09:55:29;100%;96%;;0;1034;Normal;100.0;;23.9;30112.0;27703.0;2409.0;2020-06-06 06:55:00;2020-06-06 06:55:00;true;0.0;32.0;No weather;
2020-06-07 01:39:48;2020-06-07 08:55:36;86%;94%;;0;2276;Normal;100.4;;28.0;26147.5;24055.7;2091.8;2020-06-07 05:55:00;2020-06-07 05:55:00;true;0.0;32.0;No weather;
2020-06-08 01:23:36;2020-06-08 08:55:35;88%;93%;;0;635;Normal;101.2;;29.7;27119.4;24769.0;2350.3;2020-06-08 05:55:00;2020-06-08 05:55:00;true;0.0;32.0;No weather;
2020-06-09 02:16:26;2020-06-09 08:51:23;79%;94%;;0;1254;Normal;101.4;;24.7;23697.4;21880.6;1816.8;2020-06-09 05:45:00;2020-06-09 06:15:00;true;0.0;32.0;No weather;
2020-06-10 02:19:41;2020-06-10 08:58:38;78%;96%;;0;3195;Normal;101.4;;30.0;23937.3;22181.9;1755.4;2020-06-10 05:45:00;2020-06-10 06:15:00;true;0.0;32.0;No weather;
2020-06-11 01:36:03;2020-06-11 09:12:46;84%;94%;;0;792;Normal;101.1;;41.2;27402.9;25210.7;548.1;2020-06-11 05:45:00;2020-06-11 06:15:00;true;0.0;32.0;No weather;
2020-06-12 01:26:14;2020-06-12 08:52:13;87%;95%;;0;455;Normal;100.8;;30.2;26758.2;23636.4;1783.9;2020-06-12 05:45:00;2020-06-12 06:15:00;true;0.0;32.0;No weather;
2020-06-13 01:14:57;2020-06-13 09:39:27;100%;93%;;0;2104;Normal;100.9;;0.0;30270.4;29665.0;605.4;2020-06-13 05:45:00;2020-06-13 06:15:00;true;0.0;32.0;No weather;
2020-06-14 01:59:52;2020-06-14 08:55:40;82%;92%;;0;3624;Normal;100.8;;26.6;24947.5;23201.2;1746.3;2020-06-14 05:45:00;2020-06-14 06:15:00;true;0.0;32.0;No weather;
2020-06-16 01:21:56;2020-06-16 08:50:57;89%;91%;;0;429;Normal;100.8;;25.4;26940.8;25593.8;1347.0;2020-06-16 05:45:00;2020-06-16 06:15:00;true;0.0;32.0;No weather;
2020-06-17 01:13:31;2020-06-17 08:46:54;86%;96%;;0;3706;Normal;101.5;;34.5;27202.9;26205.4;997.4;2020-06-17 05:45:00;2020-06-17 06:15:00;true;0.0;32.0;No weather;
2020-06-18 01:03:25;2020-06-18 08:49:26;87%;98%;;0;1033;Normal;101.8;;36.4;27960.6;25071.3;2330.0;2020-06-18 05:45:00;2020-06-18 06:15:00;true;0.0;32.0;No weather;
2020-06-19 00:51:05;2020-06-19 08:47:38;91%;98%;;0;4806;Normal;101.1;;33.8;28593.1;25638.5;2001.5;2020-06-19 05:45:00;2020-06-19 06:15:00;true;0.0;32.0;No weather;
2020-06-20 01:08:54;2020-06-20 08:46:42;83%;98%;;0;668;Normal;100.6;;41.7;27468.4;24446.9;2289.0;2020-06-20 05:45:00;2020-06-20 06:15:00;true;0.0;32.0;No weather;
2020-06-21 01:11:28;2020-06-21 08:50:02;87%;98%;;0;2304;Normal;100.9;;33.7;27513.5;26046.1;1467.4;2020-06-21 05:45:00;2020-06-21 06:15:00;true;0.0;32.0;No weather;
2020-06-22 01:39:05;2020-06-22 08:49:51;80%;98%;;0;2898;Normal;101.5;;36.8;25845.8;24036.6;1809.2;2020-06-22 05:45:00;2020-06-22 06:15:00;true;0.0;32.0;No weather;
2020-06-23 00:45:14;2020-06-23 08:48:52;90%;96%;;0;915;Normal;101.2;;36.9;29018.1;26986.8;2031.3;2020-06-23 05:45:00;2020-06-23 06:15:00;true;0.0;32.0;No weather;
2020-06-24 01:01:59;2020-06-24 08:51:44;86%;95%;;0;614;Normal;100.6;;40.4;28184.9;26118.0;563.7;2020-06-24 05:45:00;2020-06-24 06:15:00;true;0.0;32.0;No weather;
2020-06-25 00:51:09;2020-06-25 08:59:42;93%;96%;;0;2207;Normal;100.8;;33.6;29312.3;27065.1;2247.3;2020-06-25 05:45:00;2020-06-25 06:15:00;true;0.0;32.0;No weather;
2020-06-26 00:48:12;2020-06-26 08:50:09;89%;98%;;0;1986;Normal;101.0;;39.4;28917.1;26121.8;2795.3;2020-06-26 05:45:00;2020-06-26 06:15:00;true;0.0;32.0;No weather;
2020-06-27 01:22:29;2020-06-27 09:03:13;92%;96%;;0;1490;Normal;100.8;;23.1;27644.0;25432.4;2211.5;2020-06-27 05:45:00;2020-06-27 06:15:00;true;0.0;32.0;No weather;
2020-06-28 00:48:50;2020-06-28 08:48:47;98%;95%;;0;652;Normal;100.5;;19.2;28796.2;27164.4;1631.8;2020-06-28 05:45:00;2020-06-28 06:15:00;true;0.0;32.0;No weather;
2020-06-29 01:16:07;2020-06-29 08:49:40;89%;94%;;0;734;Normal;100.6;;27.8;27213.2;23947.7;3265.6;2020-06-29 05:45:00;2020-06-29 06:15:00;true;0.0;32.0;No weather;
2020-06-30 01:32:41;2020-06-30 08:54:24;81%;95%;;0;3556;Normal;100.8;;39.6;26502.8;24559.2;1943.5;2020-06-30 05:45:00;2020-06-30 06:15:00;true;0.0;32.0;No weather;
2020-07-01 00:41:25;2020-07-01 08:52:17;96%;95%;;0;2123;Normal;100.8;;27.3;29451.6;26113.8;1472.6;2020-07-01 05:45:00;2020-07-01 06:15:00;true;0.0;32.0;No weather;
2020-07-02 01:03:06;2020-07-02 08:55:07;93%;95%;;0;3186;Normal;100.7;;26.2;28321.6;25489.4;2265.7;2020-07-02 05:45:00;2020-07-02 06:15:00;true;0.0;32.0;No weather;
2020-07-03 00:52:47;2020-07-03 08:49:54;93%;96%;;0;2070;Normal;100.9;;26.8;28626.6;26431.9;2194.7;2020-07-03 05:45:00;2020-07-03 06:15:00;true;0.0;32.0;No weather;
2020-07-04 00:42:52;2020-07-04 08:58:16;94%;97%;;0;3307;Normal;101.3;;32.6;29724.0;27544.2;1585.3;2020-07-04 05:45:00;2020-07-04 06:15:00;true;0.0;32.0;No weather;
2020-07-06 01:01:13;2020-07-06 08:53:16;92%;92%;;0;2041;Normal;101.2;;28.0;28322.8;25962.6;2360.2;2020-07-06 05:45:00;2020-07-06 06:15:00;true;0.0;32.0;No weather;
2020-07-07 00:50:15;2020-07-07 08:55:21;93%;92%;;0;1887;Normal;100.9;;29.9;29105.2;27552.9;1552.3;2020-07-07 05:45:00;2020-07-07 06:15:00;true;0.0;32.0;No weather;
2020-07-08 01:05:25;2020-07-08 08:51:26;88%;95%;;0;2487;Normal;101.2;;33.1;27961.0;25351.3;559.2;2020-07-08 05:45:00;2020-07-08 06:15:00;true;0.0;32.0;No weather;
2020-07-09 01:39:55;2020-07-09 09:13:08;85%;96%;;0;1041;Normal;100.9;;33.3;27192.8;24836.1;1087.7;2020-07-09 05:45:00;2020-07-09 06:15:00;true;0.0;32.0;No weather;
2020-07-10 00:29:03;2020-07-10 08:52:04;84%;92%;;0;2182;Normal;101.0;;53.3;30181.3;28370.4;603.6;2020-07-10 05:45:00;2020-07-10 06:15:00;true;0.0;32.0;No weather;
2020-07-11 01:54:09;2020-07-11 08:40:32;80%;89%;;0;1124;Normal;101.3;;25.9;24383.1;20725.7;1625.5;2020-07-11 05:25:00;2020-07-11 05:55:00;true;0.0;32.0;No weather;
2020-07-12 00:34:30;2020-07-12 08:40:20;87%;88%;;0;823;Normal;101.3;;42.1;29150.1;27595.4;1554.7;2020-07-12 05:30:00;2020-07-12 06:00:00;true;0.0;32.0;No weather;
2020-07-13 00:53:50;2020-07-13 08:41:54;91%;91%;;0;624;Normal;101.3;;27.6;28084.0;25930.9;2153.1;2020-07-13 05:30:00;2020-07-13 06:00:00;true;0.0;32.0;No weather;
2020-07-14 00:44:33;2020-07-14 08:57:52;94%;94%;;0;2441;Normal;101.2;;30.3;29598.4;27230.5;2367.9;2020-07-14 05:30:00;2020-07-14 06:00:00;true;0.0;32.0;No weather;
2020-07-15 00:53:46;2020-07-15 08:16:29;82%;96%;;0;315;Normal;101.3;;36.0;26562.8;23198.2;1416.7;2020-07-15 05:30:00;2020-07-15 06:00:00;true;0.0;32.0;No weather;
2020-07-16 00:45:07;2020-07-16 08:25:07;86%;96%;;0;3332;Normal;101.1;;34.0;27599.7;26219.7;1380.0;2020-07-16 05:00:00;2020-07-16 05:30:00;true;0.0;32.0;No weather;
2020-07-17 01:14:52;2020-07-17 10:05:57;98%;91%;;0;729;Normal;100.9;;37.1;31864.6;30271.3;1593.2;2020-07-17 07:00:00;2020-07-17 07:30:00;true;0.0;32.0;No weather;
2020-07-18 00:54:04;2020-07-18 08:04:49;79%;87%;;0;2339;Normal;101.4;;38.3;25845.1;23605.2;2239.9;2020-07-18 05:00:00;2020-07-18 05:30:00;true;0.0;32.0;No weather;
2020-07-19 00:24:09;2020-07-19 09:06:55;93%;83%;;0;545;Normal;101.3;;42.5;31365.7;27288.1;1568.3;2020-07-19 06:00:00;2020-07-19 06:30:00;true;0.0;32.0;No weather;
2020-07-20 01:00:29;2020-07-20 09:03:34;89%;87%;;0;333;Normal;101.0;;37.0;28984.3;27438.5;1545.8;2020-07-20 06:00:00;2020-07-20 06:30:00;true;0.0;32.0;No weather;
2020-07-21 01:09:30;2020-07-21 09:08:37;92%;93%;;0;392;Normal;100.6;;30.2;28747.5;27597.6;1149.9;2020-07-21 06:00:00;2020-07-21 06:30:00;true;0.0;32.0;No weather;
2020-07-22 01:44:20;2020-07-22 09:05:13;81%;96%;;0;625;Normal;100.3;;36.0;26453.3;24777.9;1675.4;2020-07-22 06:00:00;2020-07-22 06:30:00;true;0.0;32.0;No weather;
2020-07-23 02:04:53;2020-07-23 09:27:33;92%;96%;;0;2345;Normal;100.5;;13.9;26559.8;26028.6;531.2;2020-07-23 06:00:00;2020-07-23 06:30:00;true;0.0;32.0;No weather;
2020-07-24 03:18:16;2020-07-24 10:07:30;81%;91%;;0;502;Normal;100.9;;22.5;24554.5;22753.8;1227.7;2020-07-24 07:00:00;2020-07-24 07:30:00;true;0.0;32.0;No weather;
2020-07-25 01:30:17;2020-07-25 09:18:55;93%;86%;;0;3013;Normal;101.3;;22.7;28118.2;27555.8;562.4;2020-07-25 06:00:00;2020-07-25 06:30:00;true;0.0;32.0;No weather;
2020-07-26 01:58:51;2020-07-26 03:53:15;23%;71%;;0;535;Normal;101.3;;16.2;6863.3;6726.1;137.3;2020-07-26 06:00:00;2020-07-26 06:30:00;true;0.0;32.0;No weather;
2020-07-26 03:53:39;2020-07-26 09:07:38;60%;80%;;0;535;Normal;101.3;;29.2;18839.0;18462.2;376.8;2020-07-26 06:00:00;2020-07-26 06:30:00;true;0.0;32.0;No weather;
2020-07-27 01:04:01;2020-07-27 08:21:03;84%;76%;;0;653;Normal;100.7;;28.9;26222.5;22813.6;1748.2;2020-07-27 05:15:00;2020-07-27 05:45:00;true;0.0;32.0;No weather;
2020-07-28 00:47:12;2020-07-28 08:20:24;82%;82%;;0;312;Normal;100.3;;39.4;27191.6;26647.8;543.8;2020-07-28 05:15:00;2020-07-28 05:45:00;true;0.0;32.0;No weather;
2020-07-29 00:49:56;2020-07-29 08:35:46;89%;88%;;0;769;Normal;100.5;;29.4;27950.4;27391.4;559.0;2020-07-29 05:15:00;2020-07-29 05:45:00;true;0.0;32.0;No weather;
2020-07-30 01:27:25;2020-07-30 08:21:16;67%;96%;;0;682;Normal;100.7;;56.8;24831.9;19451.7;496.6;2020-07-30 05:15:00;2020-07-30 05:45:00;true;0.0;32.0;No weather;
2020-07-31 01:05:49;2020-07-31 08:42:28;82%;95%;;0;713;Normal;100.5;;39.8;27399.5;25298.9;2100.6;2020-07-31 05:15:00;2020-07-31 05:45:00;true;0.0;32.0;No weather;
2020-08-02 01:05:56;2020-08-02 08:17:22;77%;95%;;0;395;Normal;101.1;;41.4;25885.4;22434.0;1553.1;2020-08-02 05:15:00;2020-08-02 05:45:00;true;0.0;32.0;No weather;
2020-08-03 00:37:48;2020-08-03 08:37:36;83%;95%;;0;2399;Normal;101.1;;45.6;28788.3;25621.6;1727.3;2020-08-03 05:15:00;2020-08-03 05:45:00;true;0.0;32.0;No weather;
2020-08-04 00:53:48;2020-08-04 08:41:39;79%;95%;;0;1053;Normal;101.3;;49.2;28071.6;23486.6;2152.2;2020-08-04 05:15:00;2020-08-04 05:45:00;true;0.0;32.0;No weather;
2020-08-05 00:49:47;2020-08-05 08:17:43;71%;96%;;0;1368;Normal;100.8;;59.0;26876.0;22575.8;1523.0;2020-08-05 05:15:00;2020-08-05 05:45:00;true;0.0;32.0;No weather;
2020-08-06 01:29:06;2020-08-06 09:44:23;84%;92%;;0;540;Normal;100.4;;48.6;29716.4;26051.3;990.5;2020-08-06 08:10:00;2020-08-06 08:40:00;true;0.0;32.0;No weather;
2020-08-07 02:08:36;2020-08-07 08:29:14;71%;88%;;0;1641;Normal;101.2;;34.4;22837.5;21771.7;1065.7;2020-08-07 05:15:00;2020-08-07 05:45:00;true;0.0;32.0;No weather;
2020-08-08 01:56:20;2020-08-08 08:28:28;74%;88%;;0;2256;Normal;101.3;;30.4;23528.6;17489.6;3450.9;2020-08-08 05:15:00;2020-08-08 05:45:00;true;0.0;32.0;No weather;
2020-08-09 01:03:10;2020-08-09 08:28:32;78%;92%;;0;1625;Normal;101.6;;43.5;26721.6;20397.5;2761.2;2020-08-09 05:15:00;2020-08-09 05:45:00;true;0.0;32.0;No weather;
2020-08-10 01:33:56;2020-08-10 09:18:56;86%;93%;;0;418;Normal;101.6;;34.5;27899.8;24179.8;1581.0;2020-08-10 06:15:00;2020-08-10 06:45:00;true;0.0;32.0;No weather;
2020-08-11 01:30:35;2020-08-11 08:22:32;72%;91%;;0;507;Normal;100.8;;43.6;24716.6;22245.0;1812.6;2020-08-11 05:15:00;2020-08-11 05:45:00;true;0.0;32.0;No weather;
2020-08-12 01:44:14;2020-08-12 08:18:18;71%;93%;;0;568;Normal;100.7;;38.9;23643.9;22146.4;1497.4;2020-08-12 05:15:00;2020-08-12 05:45:00;true;0.0;32.0;No weather;
2020-08-13 01:30:56;2020-08-13 08:42:31;74%;95%;;0;512;Normal;101.2;;47.7;25895.1;20370.8;1726.3;2020-08-13 05:15:00;2020-08-13 05:45:00;true;0.0;32.0;No weather;
2020-08-14 01:24:21;2020-08-14 08:20:16;78%;96%;;0;4906;Normal;101.5;;32.4;24954.9;22958.6;1414.1;2020-08-14 05:15:00;2020-08-14 05:45:00;true;0.0;32.0;No weather;
2020-08-15 01:37:34;2020-08-15 08:42:29;74%;95%;;0;3062;Normal;101.3;;45.0;25494.5;23624.9;1869.6;2020-08-15 05:15:00;2020-08-15 05:45:00;true;0.0;32.0;No weather;
2020-08-16 01:33:48;2020-08-16 08:35:21;73%;97%;;0;4155;Normal;100.5;;45.0;25292.8;21161.7;1517.6;2020-08-16 05:15:00;2020-08-16 05:45:00;true;0.0;32.0;No weather;
2020-08-17 01:34:08;2020-08-17 08:22:16;75%;97%;;0;244;Normal;100.6;;36.5;24488.3;20815.0;2040.7;2020-08-17 05:15:00;2020-08-17 05:45:00;true;0.0;32.0;No weather;
2020-08-18 00:47:43;2020-08-18 08:42:24;83%;96%;;0;659;Normal;100.9;;45.0;28481.0;23164.5;2088.6;2020-08-18 05:15:00;2020-08-18 05:45:00;true;0.0;32.0;No weather;
2020-08-19 01:34:10;2020-08-19 08:19:35;75%;93%;;0;2467;Normal;101.1;;35.4;24325.3;20271.1;1702.8;2020-08-19 05:15:00;2020-08-19 05:45:00;true;0.0;32.0;No weather;
2020-08-20 01:09:28;2020-08-20 08:40:27;81%;92%;;0;813;Normal;100.5;;40.0;27059.4;25075.1;1984.4;2020-08-20 05:15:00;2020-08-20 05:45:00;true;0.0;32.0;No weather;
2020-08-21 01:46:41;2020-08-21 08:17:43;67%;92%;;0;2375;Normal;100.2;;46.2;23461.2;20020.2;1329.5;2020-08-21 05:15:00;2020-08-21 05:45:00;true;0.0;32.0;No weather;
2020-08-22 01:28:12;2020-08-22 08:18:00;72%;94%;;0;1062;Normal;100.8;;44.1;24587.7;20899.5;819.6;2020-08-22 05:15:00;2020-08-22 05:45:00;true;0.0;32.0;No weather;
2020-08-23 01:51:25;2020-08-23 08:20:53;73%;95%;;0;4287;Normal;101.0;;31.7;23368.0;21732.3;1635.8;2020-08-23 05:15:00;2020-08-23 05:45:00;true;0.0;32.0;No weather;
2020-08-24 01:45:12;2020-08-24 08:33:36;75%;97%;;0;2602;Normal;100.7;;35.7;24504.6;22707.6;1797.0;2020-08-24 05:15:00;2020-08-24 05:45:00;true;0.0;32.0;No weather;
2020-08-25 02:30:23;2020-08-25 08:23:06;68%;95%;;0;378;Normal;100.7;;27.9;21163.0;17000.9;1481.4;2020-08-25 05:15:00;2020-08-25 05:45:00;true;0.0;32.0;No weather;
2020-08-26 02:25:45;2020-08-26 08:25:19;67%;96%;;0;2963;Normal;100.8;;32.6;21574.7;19273.4;2301.3;2020-08-26 05:15:00;2020-08-26 05:45:00;true;0.0;32.0;No weather;
2020-08-27 00:50:14;2020-08-27 08:30:46;81%;92%;;0;1875;Normal;100.8;;43.6;27632.4;25974.4;1657.9;2020-08-27 05:15:00;2020-08-27 05:45:00;true;0.0;32.0;No weather;
2020-08-28 01:16:36;2020-08-28 08:18:22;75%;93%;;0;2431;Normal;101.0;;40.1;25305.3;23449.6;1855.7;2020-08-28 05:15:00;2020-08-28 05:45:00;true;0.0;32.0;No weather;
2020-08-29 02:24:08;2020-08-29 10:36:22;90%;84%;;0;3433;Normal;100.8;;37.4;29534.0;28155.7;1378.3;2020-08-29 07:15:00;2020-08-29 07:45:00;true;0.0;32.0;No weather;
2020-08-30 01:01:28;2020-08-30 08:20:11;76%;79%;;0;3981;Normal;101.1;;45.2;26322.7;23251.8;1842.6;2020-08-30 05:15:00;2020-08-30 05:45:00;true;0.0;32.0;No weather;
2020-08-31 00:25:35;2020-08-31 08:17:18;85%;79%;;0;375;Normal;101.1;;39.1;28303.2;24340.8;2641.6;2020-08-31 05:15:00;2020-08-31 05:45:00;true;0.0;32.0;No weather;
2020-09-01 01:26:56;2020-09-01 08:24:57;78%;85%;;0;2772;Normal;101.4;;34.1;25081.3;22824.0;2257.3;2020-09-01 05:15:00;2020-09-01 05:45:00;true;0.0;32.0;No weather;
2020-09-02 01:35:36;2020-09-02 08:42:31;74%;94%;;0;3596;Normal;101.2;;45.4;25614.6;22370.1;1963.8;2020-09-02 05:15:00;2020-09-02 05:45:00;true;0.0;32.0;No weather;
2020-09-03 02:02:24;2020-09-03 08:42:30;71%;94%;;0;2558;Normal;101.3;;42.0;24005.6;23125.4;880.2;2020-09-03 05:15:00;2020-09-03 05:45:00;true;0.0;32.0;No weather;
2020-09-04 00:30:16;2020-09-04 08:42:28;85%;93%;;0;589;Normal;101.0;;45.0;29532.0;27169.4;2362.6;2020-09-04 05:15:00;2020-09-04 05:45:00;true;0.0;32.0;No weather;
2020-09-05 00:58:37;2020-09-05 08:26:08;75%;92%;;0;2872;Normal;101.0;;50.9;26851.4;23450.3;1342.6;2020-09-05 05:15:00;2020-09-05 05:45:00;true;0.0;32.0;No weather;
2020-09-06 01:44:06;2020-09-06 08:22:47;77%;91%;;0;4263;Normal;101.7;;27.7;23921.4;18977.7;3189.5;2020-09-06 05:15:00;2020-09-06 05:45:00;true;0.0;32.0;No weather;
2020-09-07 00:15:35;2020-09-07 08:22:00;84%;92%;;0;2903;Normal;101.4;;45.3;29185.1;27142.1;2043.0;2020-09-07 05:15:00;2020-09-07 05:45:00;true;0.0;32.0;No weather;
