,DATE,TMAX,TMIN
9168,2022-04-15,67.0,46.0
9169,2022-04-16,72.0,43.0
9170,2022-04-17,50.0,41.0
9171,2022-04-18,50.0,39.0
9172,2022-04-19,59.0,43.0
9173,2022-04-20,57.0,41.0
9174,2022-04-21,62.0,41.0
9175,2022-04-22,65.0,49.0
9176,2022-04-23,58.0,45.0
9177,2022-04-24,54.0,43.0
9178,2022-04-25,53.0,46.0
9179,2022-04-26,55.0,46.0
9180,2022-04-27,59.0,42.0
9181,2022-04-28,53.0,39.0
9182,2022-04-29,57.0,40.0
9183,2022-04-30,54.0,41.0
9184,2022-05-01,61.0,45.0
9185,2022-05-02,56.0,45.0
9186,2022-05-03,53.0,46.0
9187,2022-05-04,54.0,47.0
9188,2022-05-05,70.0,50.0
9189,2022-05-06,61.0,50.0
9190,2022-05-07,53.0,46.0
9191,2022-05-08,54.0,42.0
9192,2022-05-09,56.0,41.0
9193,2022-05-10,58.0,45.0
9194,2022-05-11,60.0,46.0
9195,2022-05-12,60.0,51.0
9196,2022-05-13,79.0,51.0
9197,2022-05-14,86.0,65.0
9198,2022-05-15,78.0,63.0
9199,2022-05-16,79.0,58.0
9200,2022-05-17,74.0,58.0
9201,2022-05-18,73.0,54.0
9202,2022-05-19,64.0,53.0
9203,2022-05-20,66.0,52.0
9204,2022-05-21,71.0,54.0
9205,2022-05-22,89.0,56.0
9206,2022-05-23,72.0,57.0
9207,2022-05-24,61.0,52.0
9208,2022-05-25,69.0,50.0
9209,2022-05-26,73.0,50.0
9210,2022-05-27,82.0,60.0
9211,2022-05-28,75.0,64.0
9212,2022-05-29,73.0,59.0
9213,2022-05-30,87.0,60.0
9214,2022-05-31,83.0,55.0
9215,2022-06-01,61.0,54.0
9216,2022-06-02,63.0,54.0
9217,2022-06-03,62.0,53.0
9218,2022-06-04,73.0,54.0
9219,2022-06-05,77.0,56.0
9220,2022-06-06,75.0,58.0
9221,2022-06-07,82.0,61.0
9222,2022-06-08,81.0,63.0
9223,2022-06-09,84.0,61.0
9224,2022-06-10,78.0,59.0
9225,2022-06-11,79.0,64.0
9226,2022-06-12,78.0,60.0
9227,2022-06-13,85.0,65.0
9228,2022-06-14,82.0,64.0
9229,2022-06-15,71.0,59.0
9230,2022-06-16,74.0,58.0
9231,2022-06-17,86.0,67.0
9232,2022-06-18,73.0,55.0
9233,2022-06-19,63.0,51.0
9234,2022-06-20,79.0,52.0
9235,2022-06-21,71.0,53.0
9236,2022-06-22,67.0,57.0
9237,2022-06-23,71.0,58.0
9238,2022-06-24,78.0,59.0
9239,2022-06-25,84.0,67.0
9240,2022-06-26,90.0,68.0
9241,2022-06-27,77.0,67.0
9242,2022-06-28,76.0,62.0
9243,2022-06-29,83.0,63.0
9244,2022-06-30,83.0,67.0
